,tweets,clusterID
1297,ban on ptm ihc issues notices to manzoorpashteen aliwazir     read more    ,10
1298, demands parliamentary committee be formed over  chairperson issue    read more  ,10
1299, put to one side trump and abe do diplomacy over golf and sumo    read more    ,10
1300,trump campaign views healthcare as a 2020 campaign weapon    read more           ,10
1301, survivor of nangaparbat summits lhotse everest    read more           ,10
1302,four more deaths on nepals trafficjammed everest peak    read more            ,10
1303,pm  arrives karachi on daylong visit    read more           ,10
1304,4 best soup recipes you can cook for iftar    recipe      geonews,10
1305, says incompetent puppet pm sneaked into popularity through backdoor    read more  ,10
1306,iranian fm zarif meets pm imran fm qureshi in islamabad    read more           ,10
1307,two dead several injured in blast inside mosque in quetta    read more      geonews,10
1308,british interior minister  launches leadership bid to replace pmmay    read more    ,10
1309,sevenup contest to replace may as  prime minister gets crowded    read more    ,10
1310, to step down as prime minister on june 7    read more      geonews,10
1311,eight injured in blast in quettas  area police    read more      geonews,10
1312, vice president wang qishan to arrive in islamabad on sunday    read more      geonews,10
1313,three more deaths on overcrowded mounteverest    read more      geonews,10
1314, officers caught honeytrapping citizens    read more      geonews,10
1315,talks completed with pakistan on 6 bn programme confirms imf    read more      geonews,10
1316,  nadal federer on french open collision course    read more      geonews,10
1317, troops martyr burhan wanis close associate in ioks  district    read more      geonews,10
1318,iranian fm zarif to hold talks with fm qureshi in islamabad today    read more      geonews,10
1319, to see our side showing up in large numbers too that tells you that were battling  ,10
1320,may expected to announce date of her departure    read more      geonews,10
1321,  worldcup2019  set 263run target for afghanistan in warmup match    read more      geon,10
1322,  worldcup2019  win toss elect to bat first against afghanistan in warmup match    read more  ,10
1323,  worldcup2019  face afghanistan in warmup match    read more      geonews,10
1324, aziz says facing threats from abusive husband demands security    read more      geonews,10
1325,indias jobs deficit project in gujarat struggling to create employment    read more      geonews,10
1326,   says pakistan can defeat any opponent in worldcup    read more       geonews,10
1327,  sports and politics to mix again in indopak clash at worldcup    read more      geonews,10
1328,indias modi begins talks for new cabinet after big election win    read more      geonews,10
1329,children as young as 10 are whitening their faces to avoid being subjected to racist abuse in britain a child prot  ,10
1330,children as young as 10 are whitening their faces to avoid being subjected to racist abuse in britain a child prot  ,10
1331, to arrive in karachi for oneday visit today    read more      geonews,10
1332,pm  to arrive in karachi on friday sources    read more           ,10
1333, welcomes pmimrans congratulatory message to indian counterpart modi on election victory    read more  ,10
1334,modi thanks pm khan for felicitating him on election victory    read more           ,10
1335,   says pakistan can defeat any opponent in worldcup    read more          https,10
1336, stuns indian opposition with election win    read more           ,10
1337,18th ramzan sehri iftar timings     read more            ,10
1338, on road to peace says  bajwa    read more           ,10
1339,50 children saved after police bust paedophile website interpol    read more           ,10
1340,police seek publics help in arresting suspects in  rape murder case    read more  ,10
1341,money laundering case  summons  on may 29    read more           ,10
1342,315 pakistani prisoners from malaysia to arrive home on may 29    read more           ,10
1343,who wants to be uks next prime minister    read more           ,10
1344,pm  congratulates  on india election victory    read more       geonews  ,10
1345,arm amputation huaweis big chip problem    read more           ,10
1346,global stocks dive in perfect storm as europe heads to polls    read more           ,10
1347,us dollar slips to 15250 against pakistani rupee in open market    read more           ,10
